source,title,book,review_id,score,sentence_id,unique_review_id,sentence,label
ReLi-Orwell.txt,False,1984,8,5.0,105281,ReLi-Orwell_1984_8,"O Estado vigia e controla a vida de as pessoas em cada mínimo detalhe , desde a roupa que se veste até a ração diária que se come .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105343,ReLi-Orwell_1984_8,"O pensamento também é constantemente analisado e vigiado por o Estado , cujas teletelas estão instaladas até mesmo dentro de suas casas , e , é através de estas teletelas que os "" Dois minutos de o ódio "" , um programa cujo único objetivo é incitar o ódio a qualquer coisa que se oponha a o Estado é passado .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105372,ReLi-Orwell_1984_8,"A sociedade vive e é dirigida por os lemas de o Estado , que são : Guerra é Paz ; Liberdade é Escravidão ; Ignorância é Força .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105399,ReLi-Orwell_1984_8,"É em essa base que o autor criou uma obra densa , angustiante e reflexiva , com frases impactantes , carregadas de sarcasmo e medo .",positive
ReLi-Orwell.txt,False,1984,8,5.0,105415,ReLi-Orwell_1984_8,Escrito em 1949 o livro todo é uma crítica explícita a o totalitarismo governamental .,neutral
ReLi-Orwell.txt,False,1984,8,5.0,105417,ReLi-Orwell_1984_8,"""",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105471,ReLi-Orwell_1984_8,"1984 "" narra a a possibilidade de existir um poder totalitário capaz de limitar as ações e os pensamentos de toda uma população , com um universo alternativo , modificado de acordo com os interesses de o Estado , de acordo com o Poder que o Estado e o Partido Interno desejam .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105509,ReLi-Orwell_1984_8,"Em este "" novo mundo "" , o Partido conseguiu modificar de forma absoluta todos os conceitos geopolíticos , econômicos e culturais , de todo continente americano , tal como conhecemos em os dias de hoje .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105591,ReLi-Orwell_1984_8,"É verdadeiramente um "" mundo novo "" , que nos faz lembrar de a nossa sociedade em os tempos atuais , quando o autor cita a potencial força de os proletariados e a alienação passiva de estes a os sistemas políticos , o que nos faz lembrar o modelo de política atual ( politicagem ) e a massa alienada de hoje , sem cultura , sem conseguir pensar e perceber a força que possui para mudar todo o cenário atual .",neutral
ReLi-Orwell.txt,False,1984,8,5.0,105637,ReLi-Orwell_1984_8,"Diferentemente de "" Admirável Mundo Novo "" , de Huxley , que aborda também um mundo alienado , George Orwell escreveu uma obra mais impactante , de tirar o fôlego de o leitor , mas não por prazer , e sim , por medo .",positive
ReLi-Orwell.txt,False,1984,8,5.0,105641,ReLi-Orwell_1984_8,Leitura recomendada !,positive
ReLi-Orwell.txt,True,1984,9,5.0,105647,ReLi-Orwell_1984_9,BBB,neutral
ReLi-Orwell.txt,False,1984,9,5.0,105662,ReLi-Orwell_1984_9,"Orwell conseguiu em 1948 imaginar um mundo futurista , totalitário e sombrio .",neutral
ReLi-Orwell.txt,False,1984,9,5.0,105675,ReLi-Orwell_1984_9,Para quem se interessa por teorias políticas é uma leitura obrigatória .,positive
ReLi-Orwell.txt,False,1984,9,5.0,105690,ReLi-Orwell_1984_9,A complexidade de o cenário que o autor cria é sem dúvida assustador .,positive
ReLi-Orwell.txt,False,1984,9,5.0,105716,ReLi-Orwell_1984_9,"Um mundo pós guerra surge com a figura de o Grande Irmão , um ditador que conduz a nação a guerra contra eternos inimigos .",neutral
ReLi-Orwell.txt,False,1984,9,5.0,105736,ReLi-Orwell_1984_9,"Todo o aparato de o Estado serve para vigiar a população e controlar tudo , inclusive o pensamento .",neutral
ReLi-Orwell.txt,False,1984,9,5.0,105767,ReLi-Orwell_1984_9,Pensar é proibido ( o Partido não recomenda ) e a todas as notícias de o único jornal existente são corrigidas de acordo com as necessidades de o governo .,neutral
ReLi-Orwell.txt,False,1984,9,5.0,105803,ReLi-Orwell_1984_9,"Esse é gancho de a história que acompanha Winston , um membro de a base de o partido , responsável por editar o histórico de as notícias que começa a questionar todo o aparato .",neutral
ReLi-Orwell.txt,False,1984,9,5.0,105807,ReLi-Orwell_1984_9,Uma viagem fantástica,positive
ReLi-Orwell.txt,True,1984,10,5.0,105816,ReLi-Orwell_1984_10,Ficção ou realidade ?,neutral
ReLi-Orwell.txt,True,1984,10,5.0,105829,ReLi-Orwell_1984_10,Uma crítica a um possível futuro ou de o próprio presente ?,neutral
ReLi-Orwell.txt,False,1984,10,5.0,105855,ReLi-Orwell_1984_10,"Quem ainda não leu esse livro , ainda acha que sombras de animais em as paredes de a caverna representam os próprios animais .",neutral
ReLi-Orwell.txt,False,1984,10,5.0,105876,ReLi-Orwell_1984_10,Winston é uma anomalia ; alguém que faz uso de o passado para se rebelar contra seu atual presente .,neutral
ReLi-Orwell.txt,False,1984,10,5.0,105887,ReLi-Orwell_1984_10,Sua memoria é sua arma contra um governo totalitário .,neutral
ReLi-Orwell.txt,False,1984,10,5.0,105908,ReLi-Orwell_1984_10,"As teletelas os espionam , através de elas as pessoas são controladas ( ou é através de as Televisões ?",neutral
ReLi-Orwell.txt,False,1984,10,5.0,105911,ReLi-Orwell_1984_10,) .,neutral
ReLi-Orwell.txt,False,1984,10,5.0,105952,ReLi-Orwell_1984_10,Em um livro que se lê de um fôlego George Orwell nos faz reviver o passado ( as ditaduras fascistas e nazista ) e a pensar em um futuro onde acreditamos ser livre por não sabermos que é liberdade .,positive
ReLi-Orwell.txt,False,1984,10,5.0,105979,ReLi-Orwell_1984_10,Por as frases que eu postei em o Histórico de leituras vocês podem intuir quão grandiloquente é a prosa e o conteúdo de esse livro .,neutral
ReLi-Orwell.txt,False,1984,10,5.0,106001,ReLi-Orwell_1984_10,"A primeira parte é a descrita de a sociedade onde Winston vive , o autor nos situa onde estamos vivendo .",neutral
ReLi-Orwell.txt,False,1984,10,5.0,106009,ReLi-Orwell_1984_10,O que é certo e errado .,neutral
ReLi-Orwell.txt,False,1984,10,5.0,106035,ReLi-Orwell_1984_10,Em a segunda Parte é onde o autor faz sua crítica mais ferranha A as ditaduras e falsas democracias ( Minha parte favorita ) .,positive
ReLi-Orwell.txt,False,1984,10,5.0,106054,ReLi-Orwell_1984_10,Em a terceira parte é o grande confronto de Winston e a personificação de o Estado Totalitário !,neutral
ReLi-Orwell.txt,False,1984,10,5.0,106070,ReLi-Orwell_1984_10,Os Posfácios são análises interessantes e indispensáveis para compreender as simbolias de a obra !,neutral
ReLi-Orwell.txt,False,1984,10,5.0,106091,ReLi-Orwell_1984_10,"Leia esse livro urgentemente , antes que o mundo acabe , ou pior antes que o Grande Irmão chegue .",positive
ReLi-Orwell.txt,True,1984,11,5.0,106097,ReLi-Orwell_1984_11,www.livrosecitacoes.com,neutral
ReLi-Orwell.txt,False,1984,11,5.0,106113,ReLi-Orwell_1984_11,www.livrosecitacoes.com Você escolheria o modo de vida mais fácil ... ou a verdade ?,neutral
ReLi-Orwell.txt,False,1984,11,5.0,106129,ReLi-Orwell_1984_11,"Até que ponto nos agarramos as nossas ideias e sonhos , amores e família ?",neutral
ReLi-Orwell.txt,False,1984,11,5.0,106162,ReLi-Orwell_1984_11,"1984 mostra o lado mais podre de a sociedade e , mesmo o livro sendo de anos atrás , partes de o mesmo se mostram fatos de a vida cotidiana atual .",neutral
ReLi-Orwell.txt,False,1984,11,5.0,106176,ReLi-Orwell_1984_11,"Em minha visão , esse livro é o pai de os distópicos .",positive
ReLi-Orwell.txt,False,1984,11,5.0,106209,ReLi-Orwell_1984_11,"A história : uma sociedade vive sob os olhos de o Big Brother , onde a escrita e as notícias são publicadas baseando - se em o controle de a população .",negative
ReLi-Orwell.txt,False,1984,11,5.0,106246,ReLi-Orwell_1984_11,"Para quem assiste o reality show de mesmo nome , já tem uma prévia de o que é esse livro , apesar de beirar a o ridículo comparar tal programa de tevê com o bestseller .",neutral
ReLi-Orwell.txt,False,1984,11,5.0,106290,ReLi-Orwell_1984_11,"Tenho a impressão que o ódio cansa mais que o amor A vida é mais fácil quando alguém te diz onde ficar e trabalhar , se você deve ou não ter filhos , amar alguém e quem amar e em quem acreditar .",neutral
ReLi-Orwell.txt,False,1984,11,5.0,106306,ReLi-Orwell_1984_11,"Mas se você sabe coisas , sabe a verdade , o que você faria ?",neutral
ReLi-Orwell.txt,False,1984,11,5.0,106315,ReLi-Orwell_1984_11,Se rebelaria quando ninguém mais se importa ?,neutral
ReLi-Orwell.txt,False,1984,11,5.0,106332,ReLi-Orwell_1984_11,"Uma coisa que Winston Smith , o protagonista de o livro , disse é fato .",neutral
